"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2025,"Particulate Matter","Black Carbon","2C1","kilotonne",2045,0.00290625459930771
2025,"Particulate Matter","Black Carbon","2C1","kilotonne",2050,0.00290625459930771
2025,"Particulate Matter","Black Carbon","2C3","kilotonne",2025,0.000434703444330907
2025,"Particulate Matter","Black Carbon","2C3","kilotonne",2030,0.000476336120390228
2025,"Particulate Matter","Black Carbon","2C3","kilotonne",2035,0.000523430946516963
2025,"Particulate Matter","Black Carbon","2C3","kilotonne",2040,0.00057779682365074
2025,"Particulate Matter","Black Carbon","2C3","kilotonne",2045,0.000634205782103885
2025,"Particulate Matter","Black Carbon","2C3","kilotonne",2050,0.000693362049101226
2025,"Particulate Matter","Black Carbon","2C5","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2C5","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2C5","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2C5","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2C5","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2C5","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2C6","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2C6","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2C6","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2C6","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2C6","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2C6","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2C7a","kilotonne",2025,3.71324609587911e-06
2025,"Particulate Matter","Black Carbon","2C7a","kilotonne",2030,4.06887330301159e-06
2025,"Particulate Matter","Black Carbon","2C7a","kilotonne",2035,4.47115831255499e-06
2025,"Particulate Matter","Black Carbon","2C7a","kilotonne",2040,4.93555279492851e-06
2025,"Particulate Matter","Black Carbon","2C7a","kilotonne",2045,5.41739932152125e-06
2025,"Particulate Matter","Black Carbon","2C7a","kilotonne",2050,5.92271341631239e-06
2025,"Particulate Matter","Black Carbon","2C7c","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2C7c","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2C7c","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2C7c","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2C7c","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2C7c","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2D3b","kilotonne",2025,0.00755509126085762
2025,"Particulate Matter","Black Carbon","2D3b","kilotonne",2030,0.00771954420555247
2025,"Particulate Matter","Black Carbon","2D3b","kilotonne",2035,0.00809726804193556
2025,"Particulate Matter","Black Carbon","2D3b","kilotonne",2040,0.00873327850705044
2025,"Particulate Matter","Black Carbon","2D3b","kilotonne",2045,0.00955928074078109
2025,"Particulate Matter","Black Carbon","2D3b","kilotonne",2050,0.0104509335445891
2025,"Particulate Matter","Black Carbon","2D3d","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2D3d","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2D3d","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2D3d","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2D3d","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2D3d","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2D3g","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2D3g","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2D3g","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2D3g","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2D3g","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2D3g","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2G","kilotonne",2025,0.00261355716477767
2025,"Particulate Matter","Black Carbon","2G","kilotonne",2030,0.00231770044847198
2025,"Particulate Matter","Black Carbon","2G","kilotonne",2035,0.00205533494397632
2025,"Particulate Matter","Black Carbon","2G","kilotonne",2040,0.00182266941990507
2025,"Particulate Matter","Black Carbon","2G","kilotonne",2045,0.00161634181523231
2025,"Particulate Matter","Black Carbon","2G","kilotonne",2050,0.00143337065687125
2025,"Particulate Matter","Black Carbon","2H1","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2H1","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2H1","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2H1","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2H1","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2H1","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2H3","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2H3","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2H3","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2H3","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2H3","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2H3","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2I","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2I","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2I","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2I","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2I","kilotonne",2045,0
