"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2019,"Air Pollutants","Ammonia","5D1","kilotonne",2025,1.54257788884745
2019,"Air Pollutants","Ammonia","5D1","kilotonne",2030,1.57485903021262
2019,"Air Pollutants","Ammonia","6A","kilotonne",2020,13.6072070507936
2019,"Air Pollutants","Ammonia","6A","kilotonne",2025,13.8275546606353
2019,"Air Pollutants","Ammonia","6A","kilotonne",2030,14.018891743498
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1a","kilotonne",2020,71.7272859163179
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1a","kilotonne",2025,70.2355966809489
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1a","kilotonne",2030,65.7735481657366
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1b","kilotonne",2020,16.7159300140404
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1b","kilotonne",2025,16.7159300140404
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1b","kilotonne",2030,16.7159300140404
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1c","kilotonne",2020,54.4520972130603
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1c","kilotonne",2025,50.8052281307524
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A1c","kilotonne",2030,48.09858919159
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2a","kilotonne",2020,10.3892799017591
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2a","kilotonne",2025,10.1995408677541
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2a","kilotonne",2030,10.1527176895966
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2b","kilotonne",2020,0.939173169928954
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2b","kilotonne",2025,0.755797381012571
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2b","kilotonne",2030,0.660143953637693
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2c","kilotonne",2020,9.71274698270044
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2c","kilotonne",2025,8.48126968517373
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2c","kilotonne",2030,8.01298164306575
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2d","kilotonne",2020,1.89366734418245
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2d","kilotonne",2025,1.50894138529859
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2d","kilotonne",2030,1.30064054614988
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2e","kilotonne",2020,6.13293387883554
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2e","kilotonne",2025,5.65809769444179
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2e","kilotonne",2030,5.43686972918894
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2f","kilotonne",2020,14.0470007219473
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2f","kilotonne",2025,14.0470007219473
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2f","kilotonne",2030,14.0470007219473
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2gvii","kilotonne",2020,27.7513525461527
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2gvii","kilotonne",2025,25.5179795416983
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2gvii","kilotonne",2030,25.2692237037926
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2gviii","kilotonne",2020,67.3242808761942
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2gviii","kilotonne",2025,65.1944647866521
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A2gviii","kilotonne",2030,63.6442984294243
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3ai(i)","kilotonne",2020,11.0817651005051
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3ai(i)","kilotonne",2025,11.0588227842557
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3ai(i)","kilotonne",2030,11.0136785167847
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3aii(i)","kilotonne",2020,1.49087473785178
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3aii(i)","kilotonne",2025,1.48778821513507
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3aii(i)","kilotonne",2030,1.48171477400715
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3bi","kilotonne",2020,128.371045744868
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3bi","kilotonne",2025,90.3369530526513
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3bi","kilotonne",2030,63.5532397993176
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3bii","kilotonne",2020,85.5490820077346
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3bii","kilotonne",2025,53.85617549717
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3bii","kilotonne",2030,36.932039889203
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3biii","kilotonne",2020,22.3528691747736
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3biii","kilotonne",2025,8.88988461684049
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3biii","kilotonne",2030,6.26119673461318
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3biv","kilotonne",2020,0.757224211786834
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3biv","kilotonne",2025,0.53230211653087
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3biv","kilotonne",2030,0.456322140586376
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3c","kilotonne",2020,14.3087088682588
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3c","kilotonne",2025,14.6823524251533
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3c","kilotonne",2030,14.9110184690244
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3dii","kilotonne",2020,83.2949389152613
2019,"Air Pollutants","Nitrogen Oxides as NO2","1A3dii","kilotonne",2025,77.3296398157398
